CARRER;NOM_CARRER;PRIMER_NUM;ULTIM_NUM;TIPUSNUM;DISTRICTE;SECC_CENS;AEB;BARRI;SECC_EST;DPOSTAL
191204;Mallorca;41;53;1;2;122;45;9;93;8029
191204;Mallorca;55;75;1;2;120;45;9;94;8029
191204;Mallorca;77;95;1;2;119;45;9;95;8029
191204;Mallorca;97;113;1;2;118;45;9;96;8029
191204;Mallorca;177;229;1;2;88;38;8;107;8036
191204;Mallorca;231;263;1;2;81;35;7;194;8008
191204;Mallorca;265;283;1;2;80;35;7;193;8008
191204;Mallorca;285;317;1;2;63;29;7;189;8037
191204;Mallorca;333;349;1;2;56;28;7;177;8037
191204;Mallorca;351;373;1;2;53;27;6;294;8013
191204;Mallorca;401;417;1;2;49;27;6;289;8013
191204;Mallorca;0419B;457;1;2;27;24;6;286;8013
191204;Mallorca;459;503;1;2;32;24;6;280;8013
191204;Mallorca;537;549;1;10;14;203;64;119;8026
191204;Mallorca;551;575;1;10;20;204;64;155;8026
191204;Mallorca;577;597;1;10;23;204;64;154;8026
191204;Mallorca;599;609;1;10;24;204;64;147;8026
191204;Mallorca;611;643;1;10;28;205;65;164;8026
191204;Mallorca;665;677;1;9;94;200;63;6;8027
191204;Mallorca;2;26;2;3;48;66;15;145;8014
191204;Mallorca;0044E;98;2;2;121;45;9;92;8029
191204;Mallorca;100;118;2;2;118;45;9;91;8029
191204;Mallorca;120;138;2;2;100;41;8;98;8036
191204;Mallorca;160;176;2;2;98;41;8;103;8036
191204;Mallorca;178;222;2;2;89;38;8;106;8036
191204;Mallorca;224;254;2;2;81;35;7;195;8008
191204;Mallorca;256;278;2;2;80;35;7;192;8008
191204;Mallorca;314;336;2;2;62;29;7;183;8037
191204;Mallorca;338;362;2;2;56;28;7;177;8037
191204;Mallorca;364;382;2;2;53;27;6;293;8013
191204;Mallorca;384;402;2;2;52;27;6;291;8013
191204;Mallorca;404;420;2;2;51;27;6;289;8013
191204;Mallorca;422;434;2;2;50;27;6;288;8013
191204;Mallorca;0436B;0436B;2;2;26;24;6;287;8013
191204;Mallorca;436;436;2;2;50;27;6;288;8013
191204;Mallorca;438;452;2;2;26;24;6;287;8013
191204;Mallorca;454;494;2;2;28;24;6;279;8013
191204;Mallorca;496;516;2;2;31;24;6;277;8013
191204;Mallorca;518;538;2;10;16;203;64;116;8013
191204;Mallorca;540;570;2;10;14;203;64;117;8026
191204;Mallorca;572;596;2;10;19;204;64;156;8026
191204;Mallorca;598;620;2;10;25;204;64;157;8026
191204;Mallorca;622;654;2;10;27;205;65;163;8026
191204;Mallorca;656;674;2;10;29;205;65;165;8027
191204;Mallorca;676;678;2;10;30;205;65;105;8027
191204;Mallorca;280;312;2;2;64;29;7;190;8037
191204;Mallorca;140;158;2;2;99;41;8;101;8036
191204;Mallorca;319;331;1;2;62;29;7;183;8037
191204;Mallorca;505;535;1;10;15;203;64;121;8026
191204;Mallorca;645;663;1;9;95;200;63;7;8027
191204;Mallorca;115;175;1;2;101;41;8;97;8036
191204;Mallorca;1;23;1;3;48;66;15;145;8014
191408;Manacor;1;43;1;5;92;112;27;86;8023
191408;Manacor;2;52;2;5;90;112;27;87;8023
191500;Manxa;0001B;17;1;7;61;147;37;125;8032
191500;Manxa;2;22;2;7;63;147;37;123;8032
191601;Mandoni;1;17;1;3;43;65;14;85;8004
191601;Mandoni;2;16;2;3;41;65;14;84;8004
191703;Mandri;1;9;1;5;48;103;25;130;8022
191703;Mandri;11;31;1;5;47;103;25;127;8022
191703;Mandri;33;73;1;5;46;103;25;125;8022
191703;Mandri;2;6;2;5;48;103;25;117;8022
191703;Mandri;8;16;2;5;42;103;25;129;8022
191703;Mandri;18;48;2;5;44;103;25;128;8022
191703;Mandri;50;68;2;5;45;103;25;123;8022
191805;Manelic;1;13;1;5;2;92;22;182;8017
191805;Manelic;2;12;2;5;2;92;22;182;8017
191907;Manigua;1;3;1;9;82;198;62;54;8027
191907;Manigua;5;23;1;9;80;198;62;59;8027
191907;Manigua;25;49;1;9;78;198;62;60;8027
191907;Manigua;0002B;10;2;9;82;198;62;54;8027
191907;Manigua;12;30;2;9;80;198;62;58;8027
191907;Manigua;32;66;2;9;78;198;62;57;8027
192003;Manila;39;51;1;4;51;88;21;74;8034
192003;Manila;53;69;1;4;50;88;21;73;8034
192003;Manila;38;64;2;4;50;88;21;75;8034
192105;Ptge Manlleu;1;9;1;6;15;118;29;149;8023
192105;Ptge Manlleu;2;10;2;6;15;118;29;149;8023
192207;Manlleu;1;9;1;6;15;118;29;149;8035
192207;Manlleu;2;18;2;6;15;118;29;149;8035
192309;Manresa;1;9;1;1;46;16;4;30;8003
192309;Manresa;2;8;2;1;46;16;4;30;8003
192400;Manrique de Lara;1;13;1;6;61;130;31;73;8024
192400;Manrique de Lara;2;12;2;6;61;130;31;72;8024
192502;Manso;1;17;1;2;156;51;10;13;8015
192502;Manso;19;57;1;2;168;54;10;9;8015
192502;Manso;2;42;2;2;173;55;10;12;8015
192502;Manso;44;62;2;2;172;55;10;7;8015
192502;Manso;64;78;2;2;169;55;10;6;8015
192604;Mas Casanovas;1;3;1;7;7;135;33;12;8025
192604;Mas Casanovas;5;23;1;7;8;135;33;12;8025
192604;Mas Casanovas;25;63;1;7;13;136;33;13;8025
192604;Mas Casanovas;71;71;1;7;39;141;35;33;8041
192604;Mas Casanovas;2;18;2;7;8;135;33;11;8025
192604;Mas Casanovas;20;44;2;7;9;136;33;14;8025
192604;Mas Casanovas;46;68;2;7;12;136;33;15;8025
192604;Mas Casanovas;70;90;2;7;39;141;35;22;8041
192706;Mas Pujol;1;23;1;7;55;145;36;107;8032
192706;Mas Pujol;2;20;2;7;55;145;36;106;8032
192808;T Can Mantega;1;11;1;3;91;72;18;174;8028
192808;T Can Mantega;2;18;2;3;91;72;18;174;8028
192900;Manuel Angelon;1;19;1;5;87;111;27;67;8006
192900;Manuel Angelon;2;28;2;5;87;111;27;67;8006
193006;Manuel Arnús;1;101;1;5;33;101;25;100;8035
193006;Manuel Arnús;2;100;2;5;33;101;25;100;8035
193108;Pg Manuel Girona;0001B;5;1;4;55;90;21;81;8034
193108;Pg Manuel Girona;7;43;1;5;17;96;23;155;8034
193108;Pg Manuel Girona;45;53;1;5;18;96;23;153;8034
193108;Pg Manuel Girona;0055B;77;1;5;19;96;23;148;8034
193108;Pg Manuel Girona;2;32;2;4;52;88;21;77;8034
193108;Pg Manuel Girona;40;56;2;4;51;88;21;74;8034
193108;Pg Manuel Girona;58;88;2;4;50;88;21;72;8034
193200;Sant Pere Romanies;1;11;1;4;56;90;21;82;8034
193200;Sant Pere Romanies;2;10;2;4;56;90;21;82;8034
193301;Manuel Ramon;1;3;1;5;33;101;25;100;8035
193301;Manuel Ramon;0005I;0005I;1;5;32;100;25;100;8035
193301;Manuel Ramon;5;5;1;5;33;101;25;100;8035
193301;Manuel Ramon;2;6;2;5;33;101;25;100;8035
193403;Plta Manuel Ribé;1;5;1;1;25;10;2;70;8002
193403;Plta Manuel Ribé;2;4;2;1;25;10;2;70;8002
193458;M Sanchis Guarner;1;9;1;8;29;162;45;46;8016
193458;M Sanchis Guarner;2;16;2;8;29;162;45;46;8016
193505;Manuel Sancho;1;17;1;8;20;161;45;46;8016
193505;Manuel Sancho;2;16;2;8;20;161;45;46;8016
193607;Ptge Manuel Sancho;1;9;1;8;20;161;45;46;8016
193607;Ptge Manuel Sancho;0002B;10;2;8;20;161;45;46;8016
193800;Manzanares;17;27;1;3;63;69;16;116;8014
193800;Manzanares;0002B;28;2;3;99;73;18;120;8014
193800;Manzanares;1;15;1;3;62;69;16;117;8014
193902;Mañé i Flaquer;1;23;1;5;11;95;23;163;8017
193902;Mañé i Flaquer;2;34;2;5;12;95;23;163;8017
193902;Mañé i Flaquer;25;25;1;5;12;95;23;162;8017
194009;Pl Mañé i Flaquer;1;1;1;5;82;111;27;75;8006
194009;Pl Mañé i Flaquer;5;7;1;5;85;111;27;70;8006
194009;Pl Mañé i Flaquer;9;9;1;5;82;111;27;75;8006
194009;Pl Mañé i Flaquer;4;4;2;5;84;111;27;77;8006
194009;Pl Mañé i Flaquer;6;6;2;5;85;111;27;70;8006
194009;Pl Mañé i Flaquer;3;3;1;5;84;111;27;77;8006
194009;Pl Mañé i Flaquer;8;10;2;5;82;111;27;75;8006
194009;Pl Mañé i Flaquer;2;2;2;5;82;111;27;75;8006
194100;La Maquinista;1;21;1;1;41;15;3;16;8003
194100;La Maquinista;23;29;1;1;37;15;3;18;8003
194100;La Maquinista;31;37;1;1;36;14;3;24;8003
194100;La Maquinista;8;22;2;1;39;15;3;13;8003
194100;La Maquinista;36;56;2;1;37;15;3;19;8003
194100;La Maquinista;58;66;2;1;36;14;3;19;8003
194100;La Maquinista;2;6;2;1;40;15;3;12;8003
194155;Parc F Meca;2;84;2;7;97;151;40;188;8035
194155;Parc F Meca;1;83;1;7;97;151;40;188;8035
194202;Mar;1;21;1;1;41;15;3;15;8003
194202;Mar;23;69;1;1;40;15;3;12;8003
194202;Mar;71;93;1;1;33;13;3;7;8003
194202;Mar;95;133;1;1;32;13;3;2;8003
194202;Mar;2;22;2;1;41;15;3;16;8003
194202;Mar;24;82;2;1;40;15;3;12;8003
194202;Mar;84;106;2;1;33;13;3;7;8003
194202;Mar;108;146;2;1;32;13;3;2;8003
194359;Maracaibo;0001A;29;1;9;9;184;59;141;8030
194359;Maracaibo;2;38;2;9;9;184;59;141;8030
194406;Pg Maragall;1;45;1;10;6;202;64;137;8026
194406;Pg Maragall;0047B;101;1;7;35;140;35;44;8041
194406;Pg Maragall;103;143;1;7;42;142;35;46;8041
194406;Pg Maragall;167;205;1;7;44;142;35;54;8041
194406;Pg Maragall;207;213;1;7;46;142;35;55;8041
194406;Pg Maragall;215;221;1;7;47;143;35;56;8041
194406;Pg Maragall;0223B;0223B;1;7;48;143;35;56;8032
194406;Pg Maragall;225;273;1;7;48;143;35;57;8032
194406;Pg Maragall;275;307;1;7;52;144;36;103;8032
194406;Pg Maragall;0309B;351;1;7;53;144;36;105;8032
194406;Pg Maragall;383;389;1;7;55;145;36;106;8032
194406;Pg Maragall;0391B;395;1;7;57;145;36;147;8032
194406;Pg Maragall;397;419;1;7;122;156;43;147;8032
194406;Pg Maragall;421;427;1;7;121;156;43;152;8032
194406;Pg Maragall;0054S;0054S;2;9;85;199;63;16;8041
194406;Pg Maragall;54;54;2;10;5;201;64;139;8041
194406;Pg Maragall;56;70;2;9;85;199;63;16;8041
194406;Pg Maragall;98;138;2;9;82;198;62;53;8027
194406;Pg Maragall;140;154;2;9;80;198;62;59;8027
194406;Pg Maragall;156;180;2;9;79;198;62;61;8027
194406;Pg Maragall;248;294;2;8;8;157;44;4;8031
194406;Pg Maragall;296;334;2;8;6;157;44;6;8031
194406;Pg Maragall;336;376;2;8;2;157;44;8;8031
194406;Pg Maragall;378;408;2;7;122;156;43;155;8031
194406;Pg Maragall;410;412;2;7;123;156;43;157;8031
194406;Pg Maragall;182;246;2;8;9;158;44;2;8031
194406;Pg Maragall;72;96;2;9;84;199;63;17;8041
194406;Pg Maragall;2;52;2;10;5;201;64;150;8026
194406;Pg Maragall;353;381;1;7;54;144;36;105;8032
194406;Pg Maragall;223;223;1;7;47;143;35;56;8032
194406;Pg Maragall;145;165;1;7;43;142;35;49;8041
194508;Pl Maragall;1;11;1;7;42;142;35;47;8041
194508;Pl Maragall;13;19;1;9;82;198;62;52;8027
194508;Pl Maragall;21;25;1;9;84;199;63;18;8027
194508;Pl Maragall;2;10;2;7;42;142;35;47;8041
194508;Pl Maragall;12;20;2;9;82;198;62;52;8027
194508;Pl Maragall;22;24;2;9;84;199;63;18;8027
194600;Marcel·lí;2;8;2;7;102;153;42;171;8035
194701;Rier Marcel·lí;1;25;1;7;102;153;42;171;8035
194701;Rier Marcel·lí;35;39;1;7;101;152;41;207;8035
194701;Rier Marcel·lí;2;34;2;7;102;153;42;171;8035
194803;Marc Aureli;1;25;1;5;76;110;26;54;8006
194803;Marc Aureli;27;35;1;5;78;110;26;58;8006
194803;Marc Aureli;2;10;2;5;75;110;26;55;8006
194803;Marc Aureli;12;44;2;5;79;110;26;57;8006
194870;Marco Polo;1;35;1;5;1;91;22;183;8017
194870;Marco Polo;2;32;2;5;1;91;22;183;8017
195001;Plta Marcús;1;3;1;1;48;17;4;48;8003
195001;Plta Marcús;4;8;2;1;47;17;4;48;8003
195103;Mare Eterna;1;39;1;9;14;185;59;131;8030
195103;Mare Eterna;41;63;1;9;15;185;59;128;8030
195103;Mare Eterna;2;20;2;9;14;185;59;131;8030
195103;Mare Eterna;22;74;2;9;15;185;59;129;8030
195409;Maresme;19;101;1;10;93;222;70;68;8019
195409;Maresme;103;155;1;10;89;221;70;95;8019
195409;Maresme;157;157;1;10;237;;71;97;8020
195409;Maresme;159;175;1;10;102;225;71;98;8020
195409;Maresme;177;201;1;10;124;230;73;212;8020
195409;Maresme;225;245;1;10;128;230;73;208;8020
195409;Maresme;247;249;1;10;130;231;73;205;8020
195409;Maresme;251;269;1;10;132;231;73;203;8020
195409;Maresme;271;295;1;10;135;231;73;200;8020
195409;Maresme;24;62;2;10;91;222;70;72;8019
195409;Maresme;64;106;2;10;90;222;70;70;8019
195409;Maresme;108;176;2;10;89;221;70;96;8019
195409;Maresme;178;190;2;10;237;;71;94;8020
195409;Maresme;192;218;2;10;125;230;73;213;8020
195409;Maresme;220;230;2;10;126;230;73;207;8020
195409;Maresme;232;252;2;10;129;230;73;206;8020
195409;Maresme;266;276;2;10;130;231;73;204;8020
195409;Maresme;278;324;2;10;135;231;73;200;8020
195500;Margarit;1;31;1;3;12;57;11;26;8004
195500;Margarit;33;43;1;3;13;57;11;24;8004
195500;Margarit;45;93;1;3;24;59;11;23;8004
195500;Margarit;2;36;2;3;12;57;11;27;8004
195500;Margarit;38;58;2;3;13;57;11;24;8004
195500;Margarit;60;116;2;3;24;59;11;23;8004
195602;Margenat;1;11;1;5;7;95;23;176;8017
195602;Margenat;17;67;1;5;8;95;23;176;8017
195602;Margenat;69;97;1;5;32;100;25;179;8017
195602;Margenat;99;103;1;5;31;100;25;102;8017
195602;Margenat;2;10;2;5;7;95;23;176;8017
195602;Margenat;14;54;2;5;8;95;23;176;8017
195602;Margenat;56;100;2;5;31;100;25;178;8017
195806;Marí;0001B;41;1;7;57;145;36;108;8032
195806;Marí;43;73;1;7;56;145;36;98;8032
195806;Marí;2;74;2;7;58;145;36;109;8032
195908;Ptge Marí;1;11;1;7;120;156;43;147;8032
195908;Ptge Marí;2;12;2;7;120;156;43;147;8032
196004;Maria;1;11;1;6;48;126;31;7;8012
196004;Maria;2;14;2;6;48;126;31;7;8012
196106;Maria Auxiliadora;1;29;1;5;22;98;24;147;8017
196106;Maria Auxiliadora;2;26;2;5;23;98;24;141;8017
196208;Maria Barrientos;1;25;1;4;36;85;20;11;8028
196208;Maria Barrientos;2;22;2;4;37;85;20;19;8028
196300;Maria Paretas;1;1;1;7;119;156;43;150;8032
196300;Maria Paretas;2;6;2;7;119;156;43;151;8032
196354;Maria Reina;1;7;1;5;5;93;23;173;8017
196354;Maria Reina;0002B;8;2;5;5;93;23;173;8017
196401;Maria Victòria;1;11;1;3;102;74;18;128;8014
196401;Maria Victòria;13;23;1;3;101;74;18;127;8014
196401;Maria Victòria;2;14;2;3;102;74;18;126;8014
196401;Maria Victòria;16;20;2;3;101;74;18;127;8014
196503;Mariana Pineda;1;5;1;6;47;126;31;6;8012
196503;Mariana Pineda;2;10;2;6;47;126;31;10;8012
196605;Marianao;1;19;1;6;22;120;30;124;8024
196605;Marianao;2;26;2;6;22;120;30;124;8024
196707;Marià Aguiló;1;53;1;10;65;214;68;53;8005
196707;Marià Aguiló;77;103;1;10;62;213;68;42;8005
196707;Marià Aguiló;0105A;139;1;10;60;213;68;41;8005
196707;Marià Aguiló;2;30;2;10;66;214;68;24;8005
196707;Marià Aguiló;56;78;2;10;63;214;68;30;8005
196707;Marià Aguiló;80;100;2;10;62;213;68;31;8005
196707;Marià Aguiló;134;146;2;10;60;213;68;35;8005
196707;Marià Aguiló;55;75;1;10;63;214;68;47;8005
196707;Marià Aguiló;32;54;2;10;64;214;68;25;8005
196707;Marià Aguiló;102;132;2;10;61;213;68;35;8005
196809;Pl Marià Brossa;1;21;1;9;40;191;60;97;8030
196809;Pl Marià Brossa;2;22;2;9;40;191;60;97;8030
196900;Marià Cubí;17;93;1;5;69;108;26;22;8006
196900;Marià Cubí;95;145;1;5;66;108;26;14;8021
196900;Marià Cubí;147;189;1;5;64;107;26;13;8021
196900;Marià Cubí;2;22;2;5;71;109;26;23;8006
196900;Marià Cubí;24;110;2;5;70;109;26;24;8006
196900;Marià Cubí;112;176;2;5;64;107;26;35;8021
196900;Marià Cubí;178;196;2;5;61;107;26;35;8021
196900;Marià Cubí;191;209;1;5;61;107;26;13;8021
196900;Marià Cubí;1;15;1;5;68;108;26;21;8006
197007;Marià Labèrnia;1;59;1;7;26;138;34;93;8032
197007;Marià Labèrnia;0061I;61;1;7;60;146;37;93;8032
197007;Marià Labèrnia;2;60;2;7;26;138;34;93;8032
197109;Ptge Marimon;1;27;1;5;65;107;26;10;8021
197109;Ptge Marimon;2;26;2;5;65;107;26;10;8021
197200;Marín;1;21;1;8;78;173;51;103;8042
197200;Marín;23;25;1;8;77;172;51;125;8042
197200;Marín;2;26;2;8;78;173;51;106;8042
197200;Marín;28;30;2;8;77;172;51;125;8042
197302;Marina;23;51;1;10;54;210;67;12;8005
197302;Marina;53;67;1;10;51;210;67;11;8005
197302;Marina;69;79;1;10;50;209;66;10;8005
197302;Marina;81;95;1;10;49;209;66;5;8018
197302;Marina;97;101;1;10;44;209;66;2;8018
197302;Marina;103;119;1;2;1;20;5;245;8018
197302;Marina;121;137;1;2;3;20;5;244;8013
197302;Marina;169;185;1;2;16;22;5;255;8013
197302;Marina;187;203;1;2;20;22;5;256;8013
197302;Marina;219;251;1;2;51;27;6;265;8013
197302;Marina;253;271;1;2;49;27;6;289;8013
197302;Marina;273;291;1;2;48;26;6;304;8025
197302;Marina;293;309;1;2;44;26;6;305;8025
197302;Marina;327;339;1;7;3;135;33;1;8025
197302;Marina;0341B;351;1;7;2;135;33;6;8025
197302;Marina;2;24;2;10;55;211;67;14;8005
197302;Marina;28;40;2;10;54;210;67;13;8005
197302;Marina;42;48;2;10;53;210;67;14;8005
197302;Marina;50;74;2;10;51;210;67;13;8005
197302;Marina;102;116;2;10;44;209;66;4;8018
197302;Marina;0118B;140;2;2;12;21;5;250;8018
197302;Marina;142;160;2;2;11;21;5;247;8013
197302;Marina;162;178;2;2;10;21;5;248;8013
197302;Marina;180;196;2;2;16;22;5;254;8013
197302;Marina;198;212;2;2;20;22;5;254;8013
197302;Marina;214;264;2;2;50;27;6;267;8013
197302;Marina;304;322;2;2;47;26;6;303;8025
197302;Marina;324;342;2;2;45;26;6;302;8025
197302;Marina;344;358;2;2;42;26;6;307;8025
197302;Marina;360;370;2;7;4;135;33;2;8025
197302;Marina;372;380;2;7;6;135;33;6;8025
197302;Marina;282;302;2;2;49;27;6;298;8025
197302;Marina;76;100;2;10;50;209;66;13;8005
197302;Marina;1;21;1;1;36;14;3;24;8005
197302;Marina;139;167;1;2;9;20;5;243;8013
197302;Marina;311;325;1;2;43;26;6;306;8025
197404;Ptge Marina;32;40;2;10;94;223;71;64;8019
197404;Ptge Marina;33;61;1;10;94;223;71;64;8019
197506;Pas Marina;1;9;1;7;2;135;33;7;8025
197506;Pas Marina;2;8;2;7;2;135;33;7;8025
197608;Torrent C Mariner;1;13;1;7;117;155;43;158;8031
197608;Torrent C Mariner;15;49;1;7;116;155;43;159;8031
197608;Torrent C Mariner;51;53;1;7;115;155;43;161;8031
197608;Torrent C Mariner;2;24;2;7;117;155;43;158;8031
197608;Torrent C Mariner;26;48;2;7;106;154;43;162;8031
197620;Ptge Mariné;1;3;1;7;2;135;33;7;8025
197620;Ptge Mariné;2;4;2;7;2;135;33;7;8025
197700;Ptge Mariner;0001B;17;1;6;72;132;32;39;8025
197700;Ptge Mariner;2;26;2;6;72;132;32;39;8025
197801;Mariners;1;21;1;1;41;15;3;14;8003
197801;Mariners;2;22;2;1;41;15;3;14;8003
197903;Pg Marítim;1;7;1;1;35;14;3;10;8003
197903;Pg Marítim;0009B;61;1;1;36;14;3;24;8003
197903;Pg Marítim;2;12;2;1;32;13;3;1;8039
197903;Pg Marítim;14;14;2;1;34;13;3;5;8003
197903;Pg Marítim;16;16;2;1;35;14;3;10;8003
197903;Pg Marítim;0018S;44;2;1;36;14;3;24;8003
198000;Marlet;1;5;1;1;25;10;2;70;8002
198000;Marlet;2;4;2;1;25;10;2;69;8002
198101;Marmellà;1;31;1;5;92;112;27;86;8023
198101;Marmellà;0002A;8;2;5;98;113;27;95;8023
198101;Marmellà;10;18;2;5;97;113;27;94;8023
198156;Marbre;1;13;1;3;38;64;13;78;8038
198156;Marbre;2;14;2;3;38;64;13;78;8038
198167;Marne;0001S;27;1;8;53;167;48;90;8042
198167;Marne;2;14;2;8;54;167;48;92;8042
198203;Av Mrq Argentera;0001B;27;1;1;43;16;4;25;8003
198203;Av Mrq Argentera;2;22;2;1;43;16;4;25;8003
198258;Marquès de Barberà;1;39;1;1;5;3;1;97;8001
198258;Marquès de Barberà;2;32;2;1;5;3;1;99;8001
198407;Mrq Campo Sagrado;1;15;1;2;172;55;10;4;8015
198407;Mrq Campo Sagrado;17;35;1;2;169;55;10;5;8015
198407;Mrq Campo Sagrado;2;18;2;2;171;55;10;3;8015
198407;Mrq Campo Sagrado;20;32;2;2;170;55;10;2;8015
198509;Av Mrq Castellbell;1;35;1;7;102;153;42;171;8032
198509;Av Mrq Castellbell;0002A;28;2;7;102;153;42;171;8032
198600;Ptge M Castellbell;3;5;1;7;102;153;42;171;8032
198600;Ptge M Castellbell;0002B;6;2;7;102;153;42;171;8032
198702;Av F Ferrer Guàrdi;1;41;1;3;24;59;11;57;8038
198702;Av F Ferrer Guàrdi;2;4;2;3;24;59;11;57;8004
198702;Av F Ferrer Guàrdi;6;8;2;3;45;65;14;89;8004
198702;Av F Ferrer Guàrdi;12;36;2;3;42;65;14;89;8038
198702;Av F Ferrer Guàrdi;38;44;2;3;24;59;11;83;8038
198804;Av Paral·lel;15;37;1;3;20;58;11;1;8004
198804;Av Paral·lel;39;61;1;3;19;58;11;4;8004
198804;Av Paral·lel;63;77;1;3;16;57;11;14;8004
198804;Av Paral·lel;79;89;1;3;15;57;11;19;8004
198804;Av Paral·lel;0091B;99;1;3;12;57;11;26;8004
198804;Av Paral·lel;0101B;113;1;3;10;57;11;29;8004
198804;Av Paral·lel;0115B;131;1;3;9;56;11;42;8004
198804;Av Paral·lel;133;149;1;3;1;56;11;43;8004
198804;Av Paral·lel;151;171;1;3;3;56;11;49;8004
198804;Av Paral·lel;173;183;1;3;4;56;11;50;8004
198804;Av Paral·lel;185;205;1;3;24;59;11;57;8004
198804;Av Paral·lel;2;36;2;1;1;1;1;89;8001
198804;Av Paral·lel;38;58;2;1;3;2;1;95;8001
198804;Av Paral·lel;60;0080A;2;1;4;2;1;102;8001
198804;Av Paral·lel;0080B;0080B;2;2;170;55;10;1;8015
198804;Av Paral·lel;80;80;2;1;4;2;1;102;8001
198804;Av Paral·lel;82;98;2;2;170;55;10;1;8015
198804;Av Paral·lel;100;132;2;2;171;55;10;3;8015
198804;Av Paral·lel;148;166;2;2;155;51;10;14;8015
198804;Av Paral·lel;168;180;2;2;154;51;10;20;8015
198804;Av Paral·lel;0182B;206;2;2;150;51;10;22;8015
198804;Av Paral·lel;0134B;146;2;2;173;55;10;12;8015
198906;Marquès de Foronda;2;52;2;7;57;145;36;147;8032
198906;Marquès de Foronda;1;39;1;7;57;145;36;108;8032
199002;Pl Puig i Cadafalc;1;5;1;3;24;59;11;57;8038
199002;Pl Puig i Cadafalc;2;4;2;3;24;59;11;57;8038
199104;Marquès Lamadrid;1;7;1;5;33;101;25;100;8035
199104;Marquès Lamadrid;2;10;2;5;33;101;25;100;8035
199206;Marquès de la Mina;2;10;2;1;37;15;3;18;8003
199206;Marquès de la Mina;1;21;1;1;37;15;3;18;8003
199308;Pl Barceloneta;1;5;1;1;40;15;3;13;8003
199308;Pl Barceloneta;2;6;2;1;40;15;3;13;8003
199400;Marquès Mulhacén;1;41;1;4;55;90;21;81;8034
199400;Marquès Mulhacén;43;57;1;4;56;90;21;81;8034
199400;Marquès Mulhacén;10;20;2;5;6;94;23;155;8034
199400;Marquès Mulhacén;22;42;2;4;55;90;21;81;8034
199400;Marquès Mulhacén;0002B;8;2;5;17;96;23;155;8034
199501;Marquès Quadra;1;11;1;1;42;15;3;17;8003
199501;Marquès Quadra;0002B;8;2;1;42;15;3;17;8003
199603;Marquès Santa Ana;1;11;1;5;89;112;27;79;8023
199603;Marquès Santa Ana;2;16;2;5;89;112;27;79;8023
199807;Marquès Santillana;2;20;2;9;53;192;60;75;8030
199807;Marquès Santillana;1;19;1;9;53;192;60;75;8030
199909;Marquès Sentmenat;1;11;1;4;10;78;19;39;8014
199909;Marquès Sentmenat;39;59;1;4;12;78;19;41;8029
199909;Marquès Sentmenat;61;81;1;4;15;78;19;43;8029
199909;Marquès Sentmenat;2;26;2;4;9;77;19;38;8014
199909;Marquès Sentmenat;28;68;2;4;2;77;19;37;8014
199909;Marquès Sentmenat;70;94;2;4;1;77;19;35;8029
199909;Marquès Sentmenat;83;99;1;4;16;78;19;44;8029
199909;Marquès Sentmenat;0013I;37;1;4;11;78;19;40;8014
200000;Marquesa;0001B;13;1;1;43;16;4;25;8003
200000;Marquesa;2;12;2;1;43;16;4;25;8003
200101;Mqsa Caldes Montb;0001B;19;1;7;48;143;35;56;8032
200101;Mqsa Caldes Montb;39;47;1;7;50;143;35;60;8032
200101;Mqsa Caldes Montb;0002B;22;2;7;48;143;35;57;8032
200101;Mqsa Caldes Montb;24;54;2;7;49;143;35;58;8032
200101;Mqsa Caldes Montb;21;37;1;7;47;143;35;60;8032
200305;Mqsa de Vilallonga;33;61;1;5;32;100;25;102;8017
200305;Mqsa de Vilallonga;2;22;2;5;31;100;25;102;8017
200305;Mqsa de Vilallonga;1;31;1;5;31;100;25;102;8017
200305;Mqsa de Vilallonga;24;62;2;5;32;100;25;102;8017
200407;Marquet;1;7;1;1;31;12;2;79;8002
200407;Marquet;2;6;2;1;31;12;2;81;8002
200509;Pl Marquilles;1;7;1;1;53;19;4;43;8003
200509;Pl Marquilles;4;8;2;1;53;19;4;41;8003
200600;Marroc;17;81;1;10;100;224;71;57;8018
200600;Marroc;0083B;109;1;10;101;225;71;61;8020
200600;Marroc;0111A;0111E;1;10;95;223;71;62;8019
200600;Marroc;111;111;1;10;101;225;71;61;8020
200600;Marroc;113;177;1;10;94;223;71;62;8019
200600;Marroc;179;241;1;10;89;221;70;95;8019
200600;Marroc;42;50;2;10;96;224;71;58;8018
200600;Marroc;62;72;2;10;101;225;71;61;8020
200600;Marroc;82;96;2;10;95;223;71;62;8019
200600;Marroc;98;168;2;10;94;223;71;62;8019
200600;Marroc;170;234;2;10;89;221;70;95;8019
200600;Marroc;1;15;1;10;96;224;71;56;8018
200600;Marroc;20;24;2;10;100;224;71;57;8018
200702;Marçà;1;0009B;1;8;49;166;47;86;8031
200702;Marçà;2;12;2;8;49;166;47;86;8031
200702;Marçà;9;9;1;8;47;165;46;84;8031
200906;Marsala;1;7;1;10;83;219;70;83;8019
200906;Marsala;2;10;2;10;83;219;70;79;8019
201002;Marsans i Rof;1;31;1;7;61;147;37;125;8032
201002;Marsans i Rof;2;40;2;7;61;147;37;125;8032
201104;Martí;1;25;1;6;35;122;31;103;8024
201104;Martí;27;45;1;6;33;122;31;108;8024
201104;Martí;47;83;1;6;32;121;31;107;8024
